"""t.text"""
"""RT @PecosRoyBean: .Tired of turncoats who said they were #Cruz supporters, now ambulance chasers supporting Trump! Stop looking for convert…"""
"""RT @smartvalueblog: RT The #USA needs to defund &amp; close down the United Nations. #Americans #PJNET #NRA #1A #Trump #Cruz #Congress @GOP htt…"""
"""#Cruz looks like a reasonable person with right values. But he's too close to Wall Street and owned by Goldman Sachs https://t.co/o471ADHzVU"""
"""Christian country needs a Christian candidate! Go #Cruz #GOPDebateSC"""
"""RT @PJNET_Team: MT @LynnMarki: Don't fall for Fool's Gold, TED CRUZ's Honesty and Integrity are a rare thing! https://t.co/iBZPQyRKkc #Cruz…"""
"""RT @ConservativeBC: Political Lies! https://t.co/GaveDaaKQZ #cruz #rush #levin"""
"""RT @10thAmendment: Cruzbots should take a look at #Cruz's FB people are disgusted with Ted Cruz's support to deny Trump's #1A rights! https…"""
"""RT @PecosRoyBean: .Tired of turncoats who said they were #Cruz supporters, now ambulance chasers supporting Trump! Stop looking for convert…"""
"""RT @jko417: BOOM!! #Cruz 2016 unleashes another DEVASTATING AD ATTACK on Rubio!! @Ccpac4Cruz @DrMartyFox @STKnutsen @HindaRifka  https://t.…"""
"""RT @PecosRoyBean: .Tired of turncoats who said they were #Cruz supporters, now ambulance chasers supporting Trump! Stop looking for convert…"""
"""RT @AHMalcolm: Is #Trump a loser for second place and Rubio a winner for third?  https://t.co/uVCtf0gQGg #tcot #rubio #cruz"""
"""RT @KLSouth: So, #Cruz backs Bill Ayers, MoveOn, BLM and illegals over #Trump supporters. No doubt the globalist Cruz lost some followers l…"""
"""RT @KLSouth: So, #Cruz backs Bill Ayers, MoveOn, BLM and illegals over #Trump supporters. No doubt the globalist Cruz lost some followers l…"""
"""RT @PecosRoyBean: .Tired of turncoats who said they were #Cruz supporters, now ambulance chasers supporting Trump! Stop looking for convert…"""
"""RT @ChristiChat: Witness the Christian #Cruz's evil tactic against the kindest gentleman in America #BenCarson #TCOT #CCOT #Trump2016 https…"""
