"day";"toptags"
"2016-11-10";"trumpprotest,trump,maga,presidenttrump,thursdaythoughts,notmypresident,tcot,pjnet,obama,election2016,dnc,newbalance,hrc,nowplaying,policebrutality,trump2016,peshmerga,donaldtrump,p2,mosul,blacklivesmatter,veteransday,iraq,hollyweird,michelle2020,libtards,usmcbirthday,usa,tsarnaevbrothers,calltrump,bigpharma,alright,stopracism,senate,blacktolive,veteran,news,gop,southpark,cantgetofftheplantation,dowjones,usibc,red,el,brexit,electionday,youtube,wedidit,rigged,whytepanther,racistcops,faln,pallywood,mywishforthefuture,debate,lugansk,howdoufeel,rantfortoday,imstillwithher,brmag,bernie,voice,uselection2016,iamwithher,dncleak,kyliesoldface,randbhiphopnews,syrian,presidentelecttrump,electionnight,soundcloud,syria,organize,veterans,520promo,thanksobama,clinton,wikileaks,rellen,liberalsunite,godf,strongertogether,jesus,president,makeracistsafraidagain,boycotttrump,goldenstatewarriors,narendramodi,killermike,trumpsfirstorder,snobs,sanfrancisco,putin,clintonfoundation,crowderdaily,mcconnell,notmypresidentelect,newsweek,dems,russia,ccot,imwithher,electionresults,billayres,spinmove,nodapl,ffa,freejulian"
"2016-11-11";"veteransday,maga,trumpriot,trump,blacklivesmatter,nevertrump,boycottgrubhub,obama,pentagon,election2016,presidenttrump,trumpprotest,thankavet,rantfortoday,syria,makeamericagreatagain,notmypresidentelect,imwithher,theencounter,sorosriot,dealwithit,femalejournalistproves,freespeech,assassinatejack,b,heisthepresident,tcot,blackexcellence,trumpwon,nastywoman,zimmerman,flotus,president,grandnewparty,trump2016,notmypresident,stafford,dc,soros,presidentelecttrump,globalpatriotradio,washingtonpost,hillaryclinton,bengarrison,cartoons,gutmensch,mosul,clinton,thegame,wikileaks,kellyfile,unity,1,64barz,economican,foxnews,sot,presidentelectdonaldtrump,quote,trumpsfirstorder,assassinatetrump,dems,us,calexit,polsci,wwii,value,racist,sports,almostchristmas,moscow,isis,woman,225,trumptrain,neweraatlanta,2ndamendment,bb4sp,notmyp,baltimore,ialegis,fridayfeeling,grandmaplant,libtard,uselection2016,god,hypocrisy,noamnesty"
"2016-11-12";"trump,tcot,maga,hillaryclinton,sorosriots,clinton,america,election2016,isis,pjnet,nodapl,hillary,presidenttrump,trumpriot,standingrock,notmypresident,1a,benghazi,getthefacts,ffoa,christian,sorospaidrioters,hardball,77,veteransday,1,afrotech16,fundamentals,imwithher,rednationrising,americafirst,calexit,douchebagroom,maddow,riotsquad,snobs,goaway,jillnothill,beyonce,fakeprotesters,lynx,atlantaprotest,ccot,safetypin,iraq,bluelivesmatter,trumppresident,dnc,satanism,fsa,greatbarrierreef,ohio,poll,donnybrookstl,trumppence16,voterfraud,newvibes,rapstationradio,trumptrain,protestvote,gop,tiot,rescue,spiritcooking,yafcon,community,ukraine,arrestsoros,indictsoros,iamwithher,malware,votersuppression,dncleak,tolerantleft,freeleonardpeltier,jobs,rigged,unityroom,firejackdorsey,bbsociety,dc,hil,debate,soros,trumpfirst100,obama,vote,draintheswamp,jayz,yaf,artyoucanhear,berniesanders,strongertogether,constitution,rentariot,obamaslegacy,antitrumprally,deirezzor,iubb,podestaemails36,podestaemails,ffrnn,luciferianism,liberal,msm,syria,neverhillary,soundcloud,familybychoice,standunited,clintonfoundation,blacklivesmatter,feelthebern"
"2016-11-13";"maga,trump,tcot,trumpprotest,cheermeupin3words,draintheswamp,notmypresident,pjnet,tgdn,trumppence16,iamwithher,nyc,strongertogether,sorosriots,hillaryclinton,blacklivesmatter,lnyhbt,trumppresident,libtards,liberallogic,rnr,busted,3,mediamalpractice,absarchives,ukraine,theclintons,ufc205,waterislife,thankyoumichelle,marr,boycottnfl,rigged,hillaryforprison,presidenttrump,rapstationradio,lovetrumpsh,nevertrump,clemencynow,deplorables,gop,songcry,buildthewall,iamwithstupid,trumpriot,wakingup,xraypenguins,bars,racism,thankyou,notanotherblackmovie,liberaleducation,n,votersuppression,2a,presidentelecttrump,debate,soros,propagandamachines,neverhillary,makeamericagreatagain,obama,enlist,forgotten,waroncops,yourduty,competitionready,welllookatthat,constitution,uk,chicago,wikileaks,masculinitysofragile,racismmustfall,cnn,rememberwhen,stevebannon,ffrnn,riggedsystem,trumpriots,fbi,topcausesoftwitterdrama,bho,tyranny,boycottgrubhub,medicare,snl,viral,live,washington,dnc,socialmedia,stopandfrisk,bft,occupywallstreet,election2016,letspush,potus,bothsides,connorschilling,callbankamerica,election,nodapl,protesttrump,happy,racist,bluelivesmatter,ccot,trumptime,stfu,davechappelle,watchme,atribecalledquest"
"2016-11-14";"reallifemagicspells,maga,60minutes,trump,tcot,presidenttrump,trumppresident,thanksgiving,presidentelecttrump,clinton,obamapresser,gop,makeamericagreatagain,strongertogether,election2016,hacked,usfa,trumptrain,tlot,brexit,h,debate,mondaymotivation,hack,sundaymorning,withher,racism,adamitv,heritagefoundation,iamwithher,conservatives,votedem,dncleak,latinosfortrump,trump2016,wewarnedyou,pamelaramseytaylor,2a,dc,notmypresident,60millionpieces,p2,universal,electionnight,reall,neverhillary,republicans,blacklivesmatter,obama,asianbaewatch,themoreyouknow,family,mosul,merkel,brazile,healthcare,trumprioters,gwenifill,notnormal,westwingweek,antitrump,copblock,marklevin,ffrnn,wakeupamerica,writeinbernie,uniteblue,boycottgrubhub,potus,antitrumpisamerican,election,snobs,msm,quote,tairp,obamagrowapair,independencematters,gopunfit2leadorgovernamericans,message,benghazi,cocksucker,whitelash,wetoldyouso,hiphop,foxnews,freemartyg,nothingtodowithislam,dnc,health,imwithher,pjnet,michelleobama,regulations,ccot,nodapl,reallifemagics,progressivism,man,vaw,insanity,trumpspecial,turncongressblue,poll,blacktwitter,purplerevolution,racist,unitedem,boycottpepsi,ja,stephenbannon,protest,immigration,trumpsamerica,btp,sgp,isis,voterfraud,hrc,protestors,trumpprotests,indigenous,ocra,voteblue,wwc,safetypins,mayorbeverlywhaling,trumpence2016,levintv,hillary,la,whiteprivilege,newsnight,teaparty,rigged,cantstumptrump,trumpprotest,policebrutality,libtard,boycottnfl,uselection2016,nowplaying,trumpinspired,wtf,wikipedia,boycottcnn,syriacrisis,whiteoldandrich,draintheswamp,bancnn,patriot,tbyg"
"2016-11-15";"maga,trump,tcot,hillary,obama,neverhillary,trumppence16,trumptrain,debate,hillaryclinton,makeamericagreatagain,stopbannon,pjnet,presidenttrump,cr4u,altright,notmypresident,whitegenocide,potus,kalergi,media,nodapl,blacktwitter,usfa,votetrump,my5wordtalent,trumpsamerica,gop,usmarines,black,racism,p2,crookedhillary,draintheswamp,berniesanders,blacklivesmatter,syria,newsonenow,clinton,americafirst,hurricanematthew,gunrights,clintoncrimefoundation,monesharajesh,sjws,experts,corrupthillary,crimes,lol,poorhonestabe,makeamericarichagain,trumppresidency,live,sandrabland,stoprush,russia,tairp,debates,building,uspresident,dow,trumparmy,usarmy,mediabias,benghazi,trumppresident,muhammad,anonymous,boomin,usa,candidate,unitedblue,imwithher,corruptclintons,ccot,america,wednesdaywisdom,trumpvictory,support,trumpnarratesplanetearth,whitehouse,debates2016,rapeculture,reality,sheriffclarke,saturdaymorning,censorship,presidenttrumps1sttantrum,makeamericasafeagain,securetheborder,justice4jamar,vpdebate,tinaandthegucciflipflop,eu,liar,demrat,boycottpepsi,tuesdaymotivation,prayforflorida,pence,alwaysfirm,usairforce,vets,headlinesfor2017,redpill,dropouthillary,ladymacbeth,machine,blackbarbies,2adefenders,debatenight,indigenous,tlot,msnbc,mondaymotivation,vincefoster,migrant,pepsi,trumpprotest,germany,noamnesty,haiti,menofletters,sexiestmanalive,nevertrump,smear,americarecyclesday,blackairmags,presidentelecttrump,factcheck,sorospaidprotests,europe,marthaandsnoop,trumpwins,wearem,heretostay,altonsterling,dapl,shakespeare,imwithyou,satchat,uk,dgu,standwithstandingrock,assad,democrat,macbeth,misogyny,libya,kellyanneconway,breaking,democrats,drama,lgbtrump,sorosagenda,podestaemails,wearemedia,kellyanneconjob,fucktrump,lefties,alexjones,sanctuarycampus,whyhewon,dcpswalkout,dc,billclinton,hillaryshealth,climatechange,makeamericarespectedagain,stevebannon,backfire,clintonfoundation,msm,demexit,faithlesselectors,feelthebern,kaine,rt,featured7,makeamericastrongagain,cupcakebrigade,theguardian,uscoastguard,bigleaguetruth,clintoncrimefamily,usnavy,biasedmsm,merkel,bokoharam,nra,jesus,trumppence2016,greece,sot,wearetheleft,dumbeddown,wakeupamerica,bodyshaming,clintoncorruption,election2016,earthquake,assange,alecwon,michaelmoore,theweatherchannel,rednationrising"
"2016-11-16";"whenimsotallytober,itsunacceptableto,andthatshowiwentviral,cattv,butigotcoldfeet,maga,thankyouobama,tcot,trump,trump2016,2016wastheyearthatifinally,wcw,notreallyapartyuntil,nowplaying,cosmeticalert,philandocastile,2a,p2,obama,and,blacklivesmatter,clinton,pjnet,businessalert,boycottpepsi,wednesdaywisdom,nodapl,rapstationradio,srynotsry,thefourhorsemen,cr4u,sanctuarycities,gop,democrats,dota2,racismmustfall,sweetromance,veteransday,nra,americafirst,libtards,fakeninjafacts,teaparty,trumptrain,video_,policebrutality,snowflakes,nohandouts,otw,thegreatestx,is,pardonsnowden,denver,colorado,tlot,foxldt,dapl,impeachtrump,illegalaliens,killercops,racism,wildlifewednesday,manning,reposting,soros,congress,notmypresident,vetslivesmatter,presidentelecttrump,dontslandersoros,fujitsuforum,greeceprotest,draintheswamp,statedept,aclj,electoralcolledge,makeamericagreatagain,neverhillary,hillarylostme,artyoucanhear,pol,assad,un,stevebannon,wakeupamerica,win,obamaadmin,climatechange,darkhorse2,freechelsea,rednationrising,leftists,veterans,representchrist,hillaryclinton,fbi,msm,soundcloud,comey,blackstreet,greece,economy,dobbs,chess,lifestyle,jojocapone,election2016,lasen,settleformore,waterprotectors,nationalfastfoodday,mmg,imwithher,igotdumpedcuz,foxnews,athens,onepersononevote,ihateradio,bootstrapping,experts,olddogs,emc,dnc,free,lawsuit,ccot,blm,serbia,disavowbannon,jesuslovesyou,thedance,paytoplay,millennials,fraud,conviction,infowars,indigenous,trumpnarratesplanetearth,butthurt,kafka,whitepower,obamasupporter,rnc,liar,clintonfdn,whiteprivilege,newtricks,affiliate,brexit"
"2016-11-17";"maga,tcot,trump,election2016,neverhillary,strongertogether,snobs,blacklivesmatter,lnyhbt,tgdn,rigged,debate,buildthewall,draintheswamp,dncleak,iamwithher,sorosriots,trumptransitionteam,trumptrain,ccot,nevertrump,trump2016,presidentelecttrump,innovation,wakeupleftliberals,obama,stl,makeamericagreatagain,veterans,clinton,24hourpromo,advicefrombigfoot,theancestors,ffrnn,jovempan,leffe,lasen,darriusstewart,bigleaguetruth,hillaryclinton,tyranny,hillarysemail,thankyouobama,openlett,msm,art,jillstein,violenceisnottheanswer,fuckthepolice,trumpscomingchallenge,assetprotection,m,benghazi,1a,five,ocare,murderer,trumppresident,militarylife,pjnet,turkey,promote,warzone5,election,periscope,debates2016,islam,trumpocalypse,crooked,detnyalandet,boycottpepsi,trumpisaliberaldem,triggered,vpdebate,dope,securetheborder,btp,presidenttrump,nobannon,israel,blm,bluelivesmatter,wednesdaywisdom,infowars,southpark,assyrians,trumpprotests,artist100,betterway,hadenough,sioa,thepeoplespresident,mo,hillary,obamacare,cupcakesfordemocracy,showyonerve,supportbannon,nowplaying,god,victim,unbor,policebrutality,progressives,bannon,deplorables,isil,standwithisrael,pardon,trumpiscoming,jamescomey,pushthrough,wakingup,crookedhillary,blackexcellence,blackops3,hero,spiritcooking,pedophile,thursdaythoughts,marlondavidalexander,dapl,womenfortrump,trumpprotesters,bbott,donaldtrump,jessejackson,democrat,jewish,lockherup,notmypresident,neverforget,tyrannical,2a,p2,beyaownboss"
"2016-11-18";"maga,trump,tcot,auditthevote,pjnet,obama,ccot,usa,tgdn,usfa,trumptrain,teaparty,2a,trumpcup,buildthewall,draintheswamp,p2,lnyhbt,nato,firejeff,dnc,election2016,physicians,majority,resist,standwithnancy,smooth,nodapl,thecityismine,usefulprods,familyprotection,defunddapl,iran,nurses,eu,votedgreen,racist,sgp,mtgreenwood,nohillary2016,ocra,gop,america2016,coxkettler,fed,michigan,americans,tlot,fridayfeeling,boycott,daesh,donaldtrump,cyclones,rigged,trumpprotest,racism,nowplaying,debate,congress,cuckold,foxldt,africanrockart,msnbc,toddlersnacks,kendricklamar,10a,firemegynkelly,au,dncleak,crimean,wikileaksemails,constitution,iamwithher,pcinthetrash,np,cnn,healthcare,presidentelecttrump,tntweeters,fucktrump,notmypresident,sorosagenda,kooimanforambassador,heinzaward,tc,neverhillary,syria,jeremysarmy,fuc,fake,nextnews,txlege,nra,strongertogether,happyfriday,flint,clinton,petition,blackamericapbs,hospitals,cruz,gungrabber,1,potus45,potus,snobs,hillaryscampaign,putin,uslatino,russia,veteransday,basketofdeplorables,usarmy,antia,benghazi,dems,1a"
"2016-11-19";"cancelplansin5words,imalwaysokwith,filmsaboutforgettingyourpants,maga,trump,boycotthamilton,obama,tcot,electoralcollege,nowplaying,racism,noamnesty,conspiracy,p2,soros,draintheswamp,notmypresident,hillaryclinton,neverhillary,hamilton,foxnews,turkey,pjnet,hillary,secretservice,pres,boycottcnn,koch,altright,buildthewall,foxldt,tlot,boycott,jjauthor,rejoicen,deportrefugees,rigged,dncleak,royalfamily,iamwithher,thoughtsbeforebed,superheroes,debate,hilno,omegaprime01,parisagainsttrump,illegals,drainthemediaswamp,cosproject,2a,bow,itele,melania,pepsiceo,mannequinchallenge,riots,guns,clintoncrimefamily,iamwithstupid,grateful,gotit,trump2016,wikileaks,strongertogether,muslimbrotherhood,kriskobach,dlc,reunited,obamaslegacy,democrats,riggedsystem,cnn,syria,clintonfoundation,demexit,richardrodgerstheater,msm,fbi,hahaha,1a,islamisevil,returnyourtickets,letitsnow,whitegenocide,objectified,personoftheyear,flint,lonewolf,japan,trumppence2016,lnyhbt,viral,imwithher,musicproducers,rednationrising,americafirst,kanye,youlostgetoverit,thanksgiving,mittwitt,soundsmart,whitepeople,broadway,julianassange,muslims,dems,gofundme,libtards,trumpscomingchallenge,russia,whinylittlebitch,flintwatercrisis,genocide,haychavismoparato,usa,blm,dnc,naziwarcriminal,ifwt,liberallogic,ccot,breakties,bansharia,sgp,hrc,tgdn,redemption,ocra,auditthevote,nodapl,presidentelect,trumppence16,mediamatters,rtfsaturdays3ps,usfa,nicetry,teaparty,soultrainawards,stopcommoncore,hightimes,popularvote,pence,trumptrain,presidenttrump,georgesoros,fridayfeelings,opensocietyfoundations,matchday,trumptransition,gop,coast2coast,fightterrorism,liberals"
"2016-11-20";"maga,trump,tcot,boycotthamilton,pjnet,p2,nameapencemuscial,13,draintheswamp,notall,tlot,fakenews,notmypresident,talafar,blacklivesmatter,hillaryclinton,articlev,react,teaparty,electoralcollege,gop,barackobama,stress,black,colleges,idlib,cnnsotu,imwiththem,standingrock,dncleak,iamwithher,christianity,trumppence,autocorrectedcelebnames,trans,thingsthatmakeyougohmm,follow,progressive,neverforget,debate,teateams,presidentelecttrump,startup,turkish,universities,boycotthammilton,mn,makeamericagreatagain,obama,vp,prolife,conservatives,gopdebate,liberaltears,kanyei,strongertogether,hesmypresident,berniesanders,uniteblue,naturallaw,singlepayersund,wdr2016,syria,msm,nameapensemusical,chriscox,snobs,drop,hillaryforprision,clinton,nra,russia,pussygrabbers,lnyhbt,christian,hamilton,election2016,turkey,imwithher,sjws,callbankamerica,ffa,man,potus,auditthevote,nodapl,demdebate,trumprevolution,hydrogen,hooligan,brainwashed,barontrump,usfa,tuition,racist,familyprotection,wehadenough,bernieorbust,retweet,blm,liberallogic,lower,resist,sgp,usa,ch,hezbollah,podernfamily,tgdn,warmongers,miracle,clintonkaine,piano,americans,nxttakeover,dailytweet,boycottshoesdotcom,les,hillaryforprison,trumptrain,pence,pmu,rigged,tatiana,trumpsamerica,peru,zombie,churchchristians,punchedwhitestudent,hillaryf,pizzagate"
"2016-11-21";"survivalguidetothanksgiving,hatetoeatandrun,igetalittleweirdabout,tvlifelessonsilearned,maga,otherwaystosayhello,surviva,usearandomtweetasapickupline,fakemusicaltheaterfacts,tshirtideas,survivalgui,tcot,nodapl,trump,survivalguidetoth,survivalguide,standingrock,liquid,no,gamechanger,amas,shopsmall,cocaine,itstartedwith,pizzagate,thesimpsons600,mcm,makeamericagreatagain,boycotthamilton,thanksgiving,thanks,muslims,hamilton,us,liberallogic,pjnet,election2016,survivalguidetothanksgi,presidenttrump,mydreampresidentis,american,supergreatvideo,votetrump2016,freekesha,realdonaldtrump,surviv,notmypresident,p2,obama,blacklivesmatter,tdor,clinton,survivalguidetothanksg,mediablackout,happymonday,americafirst,uniteblue,democrats,racismmustfall,ourrevolution,ps,trumpriots,trumps,jillstein,monday,feelthebern,police,trumped,buildawall,ideals,20h,boycottsonymusic,turkey,kalergi,ccot,littlelivesmatter,change,pedophilia,mydreampresident,nato,dnc,sanctuarycity,waterb4profits,frexit,banislam,thisweek,restinpower,policy,pc,conflictofinterest,clintonfdn,sandrabland,boycottpepsi,murica,familyprotection,souther,clintoncult,libertads,pissoff,trumptrain,morningjoe,takedowncnn,c4news,trumptard,nexit,history,gunssavelives,presidentialelection,gigihadid,respectnativelands,trumpriot,own,fakenews,boycottnfl,pence,trumptransition,peru,nevertrump,countey,clothingalert,trumpcup,insecurehbo,cowboynation,tbyg,cnnsotu,msmbias,rytm,draintheswamp,barackobama,trumpwon,rozward,altright,dapl,netanyahu,racism,hamiltonbway,gigihad,arrestsoros,sundaymorning,mypresident,presidentelecttrump,cnn,stopislam,jailforlife,2a,randbhiphopnews,not,syria,islamistheproblem,mega,veteranspouseslivesmatter,vp,berniesanders,blackoutcnn,altonsterling,sorosriots,values,whitegenocide,cyprus,norapefugees"
"2016-11-22";"trump,maga,trumpaltrightfilms,pizzagate,tcot,2a,obamaslegacy,sorosagenda,blacklivesmatter,video,usfa,ableg,securetheborder,single,termlimits,freedom,jfk,tytlive,boycottnfl,serenashim,podernfamily,history,whitesupremacy,news,richmondpark,teaparty,stopcommoncore,benghazineverforget,libtardhypocrisy,fakenews,sophiawilansk,pkk,follow,pizzagateday1,humaabedin,blackairmags,nevertrump,cosproject,kendrickjohnson,cnnblackout,notmyflotus,t,flashblack,rantfortoday,saarland,dgu,peotus,np,cnn,soros,ffrnn,queens,shitweasel,chattanooga,newmusic,boycottmavs,almalki,threeuk,thisisus,wakeupamerica,uniteblue,maddow,assetprotection,datpiff,renewus,hamilton,nothingtodowithislam,pjnet,ccot,littlelivesmatter,millennials,sanctuaryforpeacefulmuslims"
"2016-11-23";"thingsthatshouldbecensored,thingsiwouldntthankyoufor,howtoavoidpoliticsatdinner,plymouthrocks,facebook,inspiration,makesomeonesmileby,rantfortoday,thingsth,howtoav,actonclimate,ideas,whenimpresident,waltwhitman,h,presidentelecttrump,teamniak,constitution,weshouldgrabadrinksometimeandtalkaboutit,now,fearmonger,florist,democrat,ijustcalledtosay,fucktrump,obamaslegacy,sorosagenda,soundcloud,re,thingstha,addicted_to_t,jamesmeans,t2trainspotting,crazzzy,leftys,rage,liberallogic,tradematters,bluelivesmatter,fallin,movember,atlpenthouseparty,music,periscope,nodapl,god,morningjoe,pizzagate,gop,muslim,nowplaying"
"2016-11-24";"whatiwantforchristmasin4words,singlesurvivaltips,iamthankfulfor,recount2016,s,happythanksgiving,standingrock,peacegiving,neverromney,follow,keepstrumpupatnight,trump,freddiemercury,reinindc,god,tcot,perfectdessertafilmorshow,imthankfulfor,thanksgiving,name,nod,vikings,starwars,cooking,17,presidentgoodtimefacts,singlesurviva,health,happynativedaytho,donnabrazile,craftbeer,thoughtbeforebed,sports,familyprotection,truth,left,jaguarxx,cr4u,bluelivesmatter,uniquebookmarks,transit,cometpizza,stopcommoncore,fameviews,marketing,boycottthanksgiv,merkelmussweg,changetheworldevent,kendrickjohnson,happythanksgivingeve,pizzagate,googleplay,spsm,happythursday,reggae,pedophile,gta,shop,striptease,p2,repost,interiordesign,tesla,badthingsonfallon,ruinthanksgiving,joyfulnoise,rolltide,buyblack,vinnypaz,txlege,newparty,ontario,cnn,iloveblackmenbecause,hillary4prison,eeuu,apple,topoli,gaelspuck,mmpr,myweakness,sxstv"
"2016-11-25";"retailbroadway,songsgetdressed,tcot,trump,curvybootyscenararios,sorosagenda,obama,psx16,vpdebate,neverromney,hrc,everybodyeats,witchofbenghazi,beach_chair,brexit,mansionelantonight,twitterfascism,rinotrio,godbless,womensart,dirtyoldman,caramel,civilrights,recount2016,realdonaldtrump,idgt,follow,berniesanders,trump2016,vp,dgu,hamiltonmixtape,gilmoregirlsrevival,boycottmegynkelly,florencehenderson,nytimes,unameitchallenge,blackfriday,dakot,ffrnn,thanksgiving,emeraldcity,singlepayersunday,ff,quote,art,thanksgivingdayarguments,beatmakers,pjnet,sophiawilansky,health,dem,showuswhatyougot,trumpinauguralbands,dogonslide,election2016,terror,usrc,nodapl,makeamericagreat,jamesmeans,isalmization,reinindc,islam,waterislife,boycottpepsi,obamacare,trumptrain,bluelivesmatter,presidenttrump,tisa,socent,isis"
"2016-11-26";"badtopicsforholidayparties,god,tcot,fidelcastro,ff,recount2016,michvsosu,carsongsorband,bbott,ausflug,creative,francis5044192,mylan,newsabuse,blacklivesmatter,neverhillary,soundcloud,world,wedding,loserhillary,rednationrising,clintonbodycount,assatataughtme,cokeboys,missingyouremix,julianassange,climate,soultalk,live,nod,sharia,liberallogic,recount,hezbollah,nodapl,chuckschumer,voterfraud,buckeyenation,wethepeople,kendrickjohnson,vasbienfid,justsayin,badtopic,nye2017,alinsky,caturday,dayafterthanksgiving,shopnordstroms,presidentelecttrump"
"2016-11-27";"maga,obamacare,tcot,recount2016,norefugees,thisweek,lol,jillstein,trump,phobias,theillegals,tourism,thecrazies,visualcontent,uncensored,nobetsyduvos,liberallogic,news,rickandmorty,gardening,thickashellchallenge,trudeaulogies,thoughtoftheday,ad,osunotdeserving,advent,neverromney,crookedhillary,artcilev,sundaymorning,castro,forthepeoplefriday,fidelcastro,ripjohnnyp,blackoutcnn,mayhemsmacktalk,rip,knowyourafrica,uniteblue,g,blacklivesmatter,m,idiotgeraldo,live,russia,freeche,badsc,recount16,twd"
"2016-11-28";"todolistbeforechristmas,mentalillnessicebreakers,mondayashoworsong,todolistbeforech,transformers,tod,auditthevote,bigpimpin,howisurvivewinter,p2,vetslivesmatter,me,theniwillrestmycase,happymonday,ghostbusters,prayforosu,tcot,mondaymotivation,fidelcastro,todolistbeforechrist,itendedwith,pettyprincess,whois,ebonycampusqueens2016,nowplaying,libtard,pizzagate,trudeaueulog,mentalillne,recount2016,castroisdeadpa,sundaymorning,follow,standwithstandingrock,cair,famishafilm,freebies,babymetal,thedickisneverworththestress,jewish,trudeaueulogies,onepillowandadufflebag,mondayblues,mn,emjay,supergirl,blacklivesmatter,menta,ogpau,breitbart,jesus,podcast,cybermonday,christianitysofragile,genoa,embarassing,newmusic,usarmy,dnc,17,foia,mentali,echochamber,shopblack,america,fuckextinction,media,trump,trumpsaid,mademelaugh,khou11,theytrulyare,beerwithaview,livestream,ff1776,nausea,soultrainawards,hillary,whatilearnedtoday"
"2016-11-29";"betterelfnames,tcot,givingtuesday,nowplaying,fightfor15,nodapl,podernfamily,poder,p2,trndnl,johnkasich,soundcloud,makeamericagreatagain,re,peoplesmonday,robbychon,gatekeepersoftruth,artist,darkhorse2,presidenttru,maddow,musicstillmatters,recalljohnkasich,nur,hiphop,moralmonday,ohiostate,allenwestrepublicdaily,aleppo,policebrutality,trumptrain,sostuffedi,abdulrazakaliartan,howtosurvivetrumpsamerica,celebration2017,crueltyfree,terrortuesday,ad,fantasies,gatlinburg,donaldtrump,dcweek,facts,blackowned,blackfriday,colombia,spon,israelnews,liberaltears,naturallaw,onewordoffvideogames,guncontrol,134,globalnation"
"2016-11-30";"probabletrumpstweets,probab,probabletrumps,pro,probabletrumpstwee,podernfamily,keithscott,prob,proba,pjnet,god,probabletrumpstwe,obamaslegacy,fbi,noselfrespect,m,sa,maga,treaty1851,nevertrumporhillary,hollywoodgate,trump,hillaryforprison2016,latenighttwitter,fail,edm,probabletrumpst,uncensored,presidentelect,periscope,carrier,usfa,probable,brennan,trumpsamerica,alepbrule,presidenttrump,cjreform,bcg,iovotono,petty,tcot,gatlinburg,inspirational,presidentelecttrump,vh1divas,dream,animalrescue,supersage,constitution,bernie,guncontrol"
"2016-12-01";"podernfamily,carrier,tcot,itreallyoffendsmewhen,dakotaaccesspipeline,queensugar,christmas,trapptarell,assetprotection,jigga,kristinalaurenanderson,therighttime,trump,worldaidsday,smoky,familyprotection,youoksis,liberalcrybaby,outnumbered,usa,blm,kennethlonergan,missionsaved,getitlive,ohiostate,nowplaying,waterwarriors,boycotttomford,bnd,demex,jct_article,gmo,atheist,ukraine,mashablecancels,nye2017,pvda,runcurtrun,fightonforever,wasntpayingattentionjustwantedtotweetshit,fakenews,dgu,progressive,standwithaleppo,gamesforred,springst,ourrevolution,prayforamerica,sp,4youreyezonly,spacebae,504goat,bho"
"2016-12-02";"how2016canredeemitself,lypothissundaytema4pm,nowplaying,ff,bgnpatreonsupporter,ihavenoideaabout,np,nothingsaystheholidayslike,trump,podernfamily,slagertrial,squeakyclean,larrynation,4wordchristmasnightmare,sp,acc,saintsandsinners,carrier,thegodbox,6,wa,hillary,maddog,boss,snowflakes,gatlinburg,internetfreedom,god,hypocrisy,banksy,takethehighroad,exclusivetalkshow,naked,twopartyduopoly,inners,campaignzero,rightlyso,12daysofbeermas,nye2017,crookedhillary,michaelslager,realthugmusic,oilandgas,tcot,cincinnati,noamnes,effective,drunkhillary,theeveningjones,itseemednormalasakid,trump2016,makeamoviecold,dumpkelloggs,ancienthistoryoflove,fridaythoughts,soundcloud,resisthatenc,family,thermomix,oscarssowhite,spreadshirt,followfriday,workout,americafirst,beeroclock,fridayreads,thanks,blacklivesmatter,bofvoices,tucker,jobsre,conferenceknitting,hustlehard,lazarus,pjnet,whoisjanedoe,bds,great8,nodapl,tracymanga,americaf,man,hacked,mappingpoliceviolence,signstheydontwantyouanymore,factsonly,regressiveleft,trumptrain,cr4u,woman,keithscott"
"2016-12-03";"igivehugswhen,larrynation,trumpfirsts,ff,makeabandlazy,trump,podernfamily,benefactorbyakothee,betterthanitsounds,nowplaying,sp,blacklivesmatter,iwillberememberedfor,maga,nodapl,cfc,redneck,pizzagate,god,dpk,follow,tbans,keithellison,democrats,sorosagenda,palestinian,fbf,salutetobalocharmy,obamaslegacy,p2,soundcloud,drpeppergiveaway,newmusic,finishbravestrong,nzpol,4dchess,hannity,blog,5yearsof5sos,darkhorse2,lotus,art,quote,snowflake,potus,trumpsfirsts,christmas,tucker,artadventcalendar,basketball,ghostgirlinthecorner,suspended,benghazi,dingbat,bankblack,justice,liberalmedia,risk,lequipebiathlon,sorryforthewait,nojusticenopeace,money,power,bluefriday,beats,usfa,datpiff,eu,po,arteperlarte,sharia,free,flashbackfriday,gasfast,contest,neverromney,morning,divas,brexit,chelsea,podsincolor,trumpwatch,fakenews,2016presidentialelection,godbless,potustrump,coast2coast,unitedwekneel,tcot,recount2016,fineart,vergewaltigerfl"
