"day";"toptags"
"2016-12-04";"howigotcaught,podernfamily,tvshowfilmmashup,nodapl,amjoy,spacebae,tcot,sp,fallinlovein3words,p,thinkbigsundaywithmarsha,oddthingstobeproudabout,dapl,nowplaying,np,chicago,podcast,trumpgrets,trumps,climate,trump,muslims,sandrabland,socialism,like,sell,t0pg3arliv3,woman,abs,twittergoons,video,tweetwhyyoudeservetoberetweeted,acab,fredhamptonjr,obamacare,rapstationradio,aleppo,ocetisakowin,growthhacking,trayvonmartin,pisces,c5,trumpwon,oilisdeath,hillaryforprison,sundaymorning,fakenews,sundayselfieshowdown,thankyouveterans,selfdefense,bbctwtwe,b,civilrights,artyoucanhear,104,mrevolution,oddth,uk,plennyjuices,obamaslegacy,trndnl,otd,bbcqt,sorosagenda,podernfamil,scifisunday,ff,nationalcookieday,soundcloud,entrepreneur,activiststudi,christian,whitegenocide,iamthispopularbecause,1,maga,thriller"
"2016-12-05";"alternativeacronyminterpretations,vulnerabilityin5words,christmasahorrormovie,newchangesahead,alternativeacronyminterpretatio,sundayselfieshowdown,trumplies,pizzagate,hashtag,putinspoodle,resist,nowplaying,santa,horror,whatkeepsmeupin4words,radioalert,standingrock,fakenews,recount2016,nodapl,howigotbanned,heman,nation,krullmag,albany,ocetisakowin,ciaone,iwill,nationalcomfortfoodday,keithlamontscott,slagertrial,demdeadz,mannequinchallange,supportourtroops,dapl,dncleak,standwithstandingrock,taqiyamuslimlie,tco,cosproject,makeamericagreatagain,obama,alqaeda,wardrums,artyoucanhear,banisislam,herewego,ffrnn,shellysilver,pj,4,terrorism,sp,thin,benghazi,indiespotlight,nra,oh,teamup,underthesoulcovers,yfbg,pjnet,instapundit,film,usmc,blackpuntersmatter,thanks,trumplethinskin,radioshows,tupac,americaf,hacked,untiltheyallcomehome,startal,taneycode,respect,betsydevos,renzi,bluelivesmatter,voltron,ebooks,turtleb,unitednations,daddysgirl,signedbooks,casualkillingactof1669"
"2016-12-06";"addasongruinamovie,thingsnottomicrowave,imqualified,tcot,sp,thingsifindcozy,fakenews,pjnet,vaccine,horrorbae,pizzagate,cnn,soundcloud,nextup,women,ghostshipfire,dobbs,merkel,havanatakeover,and,jesus,uk,deeznuts,otd,dementer,submityoursnow,tucker,usmc,jetblue,ifwt,internetoftoys,settleformore,maga,respecttheresult,trump,nodapl,instap,newellnormand,freejulian,tuesdaymotivation,makeamericasafeagain,globalwarming,facebook,dicks,makeup,isis,podernfamily,fed,elections2016,cabinetpicks,thankavet,vh1divas,tmnt,avoidlibfe,crosscheck,howidloseaneye,recount2016,releaseyourtaxes,trump2016,playpiano,billclinton,tco,18,mond,2a"
"2016-12-07";"idrunforpresidentif,indieadvancement,podernfamily,whatilearnedtoday,maga,uncensored,neverromney,p2,compline,pearlharbor75,pearlharborremembranceday,radical,america,gardnerphdjournal,trump,nodapl,hawaii,maddog,foundontrumpforceone,tuesdaymotivation,cdnpoli,censorship,partynoire,god,trumptrain,pizzagate,test,whatdoyouthink,tcot,walterscott,ericgarner,facts,voicesavechristian,kendrickjohnson,chill,been,draintheswamp,blackexcellence,myutmost,artyoucanhear,opwhales,roberthc1,drums,socialjust,life,amazing,leedaniels,injusticeboycott,1,direzionepd,indonesia,primarylymphedema,usarmy,drugs,assetprotection"
"2016-12-08";"tcot,p2,nowplaying,obamalegacy,whatilearnedtoday,rangeshooter,casualkillingactof1669,altright,horror,therecanbeonlyone,dgu,fakenews,outchea,thelastthingineedis,18,hilarious,mnunchin,dumpkelloggs,obamaslegacy,wisconsinprimary,pushers,122,artyoucanhear,nevermind,howihandlerejection,military,singapore,christmas,maga,uniteblue,texas,positivesynergy,nelsonmandela,atlrooftopparty,cyberbullying,putin,winning,minvstor,trump,itunesalert,liberallogic,free,bluelivesmatter,ohio,podernfamily,nodapl,ronaldlanier,wewinnin,auditthevote,banislam,diet,allenwestrepublicdaily,rapstationradio,yemen,bubbleshooter,muhammadali,voterfraud,mustread,pollution,boycottnfl,trumptrain,tbt"
"2016-12-09";"christmasapopsong,christmasin3words,tvshowcarols,dumpstarwars,tcot,ff,threewordsallme,supportpocpods,dylannroof,hemp,christmasbreakupexcuses,maga,obamalegacy,newyork,intelgroup,dpk,richardnaing,hizbullah,healthcare,food,raisetheage,armynavy,plantbased,trevornoah,pearlharborremembranceday,russia,goodmuslimbadmuslim,dreamer,proteggeregliitaliani,hanukkah,election2016,periscope,crush,twilight,libtards,madeleinemccann,animals,canadian,scottpruitt,blm,subscribe,pitch,rooftrial,photography,ohio,music,petitie,rnc,youtube,god,nowplaying,iowa,bogardt,jillrule,runtheday,musicroyaties,fracking,generationnow,moustacheaband,p2,watchwhitenesswork,clintoncrimebill,obama,islamistheproblem,recount2016,coffee,artyoucanhear,theancestors,freejared,breaking,lovepresidenttrump,goreeffect"
"2016-12-10";"fakenews,maga,nodapl,tcot,trump,isis,rapstationradio,freeassange,fridayfeeling,foster,devils,hannity,ffrnn,amazing,danrather,stunning,kirkdouglas100th,quote,cia,bkc,environment,hollywood,missmajor,tucker,bett,armynavygameday,blm,periscope,banislam,chrissale,privacy,i,startrek,liberalhysteria,deforestation,cr4u,2chainz,yemen,pizzagate,neverromney,hacks,tbt,new,viceonhbo,gadgets,randomactsofholidaykindness,inprimary,electoralcollege,god,nbn,nowplaying,gambiadecided,2,poder,nfl,kleptocracy,realdonaldtrump,officespace,smh,dpk,breaking,unsigned,florida,ciacoup,p2,whiskey,westpapua,rebelkultchastudio,sharialaw,podcast,dobbs,songcontest,russianhackers"
"2016-12-11";"fakenews,rapstationradio,breaking,90slivetweet,thanks,trump,johnglenn,allenwestrepublicdaily,musicaltalent,usfa,ad,cashlesssociety,hacks,podernfamily,thebrentshow,worldkindnessday,usualsuspects,elitewalk,travel,breakfast,stjamesame,bringhomethepoliticians,coconutoil,tcot,teamtrump,nowplaying,spookydude,endvoterfraud,bodegabamz,realdonaldtrump,isbellites,amjoy,standyourgroundin5words,epa,theusualsuspects,dapl,manchuriancandidate,tr,wheresaldo,newsabuse,allnationscamp,tc,jesus,russianhackers,puppylogic,morefakenews,lighttheworld,russianhacking,smoothie,earth,fox,governo,egypt,gilbert,quote,potterscl,blametherussians,snl,beats,usarmy,woman,uncensored,isis,israel,preppertalk,icalledthenorthpoleand"
"2016-12-12";"my2017resolution,fakenews,maga,tcot,trumpifi,nowplaying,tco,celebrity,iabc17,npm,pnd,jefffisher,crookedclintons,breaking,dpk,berniesanders,cnn,wutangmanagement,p,sp,raisetheage,violadavis,scifisunday,befree,wheneverifeellow,nom,clinton,238,puppylogic,paidgig,russia,14,mediabias,blessed,1,assange,stillsanders,inspiredbymuhammad,turkey,positivity,periscope,trump,remembersethrich,jeremih,edm,goldenglobes,gangstahiphop,parisagreement,beats,cairn,iabc,38days,watch,ccot,hrc,music,hacksawridge,marketing,returntothewarehouse,pizzagateisreal,eu,whatilearnedtoday,god,remyma,mondaymotivatio,religiousfreedom,markets,advent,gop,thisisrnb,my2017resol,trumpified,clintoncash,mondaymotivation,selfie,donaldtrump,harambe,thisismyyear"
"2016-12-13";"unlikelythingstodoinbed,breaking,trump,nowplaying,god,dpk,p2,ramonaafrica,usarmy,assetprotection,dolphincaptivity,banislam,nodapl,hacked,scotland,termlimits,familyprotection,usfa,outnumbered,climatechang,rapstationradio,ebooks,heroes,chsnews,podernfamily,paidinternettroll,disability,contest,getitlive,ownthenight,theinspiration,aleppo,fakenews,ewww,promo,showeremwithluv,cosproject,spill,alllivesmatter,thereplacements,tcot,dncleak,supportourtroops,twibprime,blackowned,triedtobesympa,muslimbrotherhood,louden_s,thoughtfortheday,billygilman,antmlook,gavingrimm,berniesanders,ispreadcheerby,wisconsin,jesus,commoncore,olympics,indiespotlight,tickets,bogardthat,marqueemondays,quoteoftheday,instapundit,boycottthenfl,msm,therewillbeblood"
"2016-12-14";"giftideasforpoliticians,addstarwarsimproveamovie,mybestholidaymemory,tellacelebwhyyoulikethem,wcw,informtheelectors,gift,p2,giftideasforpoliticia,pottyrock,breaking,sjcw,tellacel,tellacelebwh,podernfamily,tcot,fakenews,sumupamoviein4words,blacktwitterverificationquestions,pjnet,aleppo,2beathiv,unbornlivesmatter,yeshua,trending,chantaje,rus,deplorable,elizabethwarren,fridayfeeling,mood,libtard,nowplaying,giftideasfo,staged,usnationalguard,windowwarriors,sandyhook,blackfilm,informt,obama,12daysofchristmas,oporoke,dapl,artyoucanhear,refugeeswelcome,ffrnn,thankyousweeps,thankyoutour2,tuck,tco,tc,sp,trumptape,ford,podcast,shameful,songcontest,1,maga,americafirst,hannity,dont,tucker,overcom,sciencewillte,retweet,markoftheb,sophiawilansky,liberalismisamentaldisorder,israel,wednesdaywisdom,ganginblue,podes,trump,braithewaite,hiv,mutual,blacktwitter,l,sethrich,familyprotection,garde,americans,reducedc,prayforflorida,myb,god"
"2016-12-15";"p2,breaking,conservativenews,maga,yearinreview2016,nodapl,usfa,nowplaying,uniteforamerica,geoengineering,nv,hamas,orcawhales,organizer,informtheelectors,balkanization,funfact,syria,a,sp,eastaleppo,russia,indiespotlight,kellyfile,snl,wakeupamerica,sctweets,pinotti,muslims,pjnet,hyperadapt,autism,liberallogic,podernfamily,americans,whatilearnedtoday,defundp,therealdonaldtrump,bestofbgn2016,england,germans,law,tcot,praytoendabortion,blue,lcfc,sailor,soldiers,fakenews,uber,dc,wha,progressive,bluelivesmatte,drug,militaryindustrialcomplex"
"2016-12-16";"p2,facebook,obama,trumpwhore,yesshecan,therighttime,islam,rogueone,wanted,bestofbgn2016,beer,iammagnetic,concert,hopef,reinindc,whatilearnedtoday,china,flatsharkfriday,1hiphop,listen,nowarnings,vitamind,tbt,pizzagate,salud,finewomenfriday,deaththreats,fakenews,2a,poverty,dc,neckillusions,justtoseeyousmile,join,becauseweknewher,veterans,podern,followfriday,breaking,bringbernieback,ff,tolerantliberal,corrupthillary,potus,msm,quote,christmas,holistic,hershey,psephology,trumplovewon,maga"
"2016-12-17";"p2,catsjudgingkellyanne,fakenews,unpresidented,tcot,obama,blacklivesmatter,instapundit,ad,listen,china,w,nowplaying,dumpkelloggs,jobs,followfriday,breaking,mortoncountymonsters,trump2016,bookbuzzr,prolife,trivia,np,bringbernieback,notmypresident,sweethomealabama,rextillerson,merrychristmaseveryone,sp,feelthebern,drop,dabfu,podcast,netflix,ffrnn,rednationrising,msm,putin,pivot2power,religions,trumpinorlando,whatmakeshillaryshortcircuit,sat,nonsenepuopiu,hollywood,texas,maga,pjnet,nodapl,mylifewouldbecomplete,poli,racist,eu,trumpnation,dobb,electors,pod,stolenvalor,serenashim,putinspuppet,podernfamily,brexit,berniewouldhavewon,mood,teaparty,tlot"
"2016-12-18";"makemusicreligious,mysaturdaynightin4words,blewuplikeceelosphone,thingsnottodolastminute,sundaymorning,thingsyoucandotoamooseontuesdayincanada,thinkbigsundaywithmarsha,unpresidented,cancer,sp,gearsofwar4,animelivetweet,itstimetobuckledownand,scifisunday,wheneverifeelafraid,maga,standupforscience,wonderwoman,meltdown,trump,podernfamily,tcot,p2,elviscostello,syria,world,isaiah,foxnews,p,kellyclarkson,ravens,bust,blackliv,wtc7,blackbrilliance360,russia,nature,damascus,wattersworld,tshirt,ratatoskday,nodapl,youdapett,upandcoming,corporatemedia,allenwestrepublicdaily,mustread,cr4u,aleppo,whytepanther,pizzagate,bgnpodcast,9news,bittlegate,fakenews,nickersongardens,pathetic,qotd,hacker,nowplaying,gpusa,oprodeo,teambiggarankin,uber,blackgirlfreedom,obama,innovation,artyoucanhear,breaking,fortheculture,herewego,ffrnn,tco,peotus,democrats"
"2016-12-19";"thingsyoucantignore,ilove__butihate__,rockbottomin3words,musingsfrombarbiesdiary,whyileftthevault,upsideof2016,musingsfrombarbiesd,prada,tweetyourfurbaby,zsazsagabor,trust,maga,electoralcollege,hrc,whatilearnedtoday,pets,nowplaying,theaffair,tcot,p2,sp,scifisunday,instap,nutrition,bb4sp,podernfamily,infowars,ff1776,waterislife,diet,china,aleppo,2k17,law,shameless,ncpol,nofascistusa,mondaymotivation,putxmasinaquote,unpresidented,sundaze,adoptagreyhound,dgu,dealwithitalready,musing,trump2016,listen,fakenews,oc,np,2,breitscheidplatz,homescreen,hil,lockherup,jinxecat,makeamericagreatagain,rogue,liberaltears,breaking,fibroproblems,thisdayinhistory,chrissuprun,puke,sff,christmaslist,russia,cslewis,dems,ha,side,turkey,prayerwarriors,imwithher,nodapl,so,therighttime,goldenglobes,rogueone"
"2016-12-20";"p2,isis,fakenews,nowplaying,electoralcollege,tcot,breaking,sp,nevermypresident,reparations,politicalcartoon,maga,usa,sabaltrailpipeline,stayme,defun,welfareofnations,paidleave4dc,god,mindfulness,pizzagate,canada,religionofpeace,europe,residentrump,t,worstpresidentever,dgu,celebratein3words,racism,donaldtrump,boardofsupervisors,np,military,success,berlinattack,noel,prolife,gothamcitysirens,artyoucanhear,dontletyourpresidentgetyourassbeat2017,justinbieber,phenommobileexperience,bibleverse,americafirst,quote,hiddenfigures,christmas,usarmy,intelligenceagencies,wellsfargo,flintwatercrisis,michelleobama,danials_,america,trump,endmonsanto,rogueone"
"2016-12-21";"secondhandgifts,my4wordnewyearsresolution,worstwaytospendtheholidays,incaseanyoneasks,fishtunas,skiptothegoodpart,tcot,confortable,advantagestogettingold,breaking,p2,quote,pokemon,maga,wednesdaywisdom,privacy,education,podernfamily,instrumental,chicago,trumptapes,sing,boycottdelta,cancer,sundaywire,junoteam,oldladyeyes,enforcelaw,soundcloud,songswelove,switchitupchallenge,gaslighting,txlege,nhpoli,jesus,g,crosstalk,connorschilling,bho,dem,illuminati,infowars,trump,familyprotection,indeed,sleighsme,staywoke,exclusivetalkshow,santa,god,designertara,hrc,reasonstolietokids,battle,whatilearnedtoday,legday17,repe,tips,bamagirljuli,nowplaying,tomilahren,religiousfreedom,truthteller,ad,christmassong,cosproject"
"2016-12-22";"lastminutegifts2016,sometimestwittermakesme,4words1movie,whyiloveyouin5words,alwaysgive,god,preciateitpimp,thanks,fakenews,maga,yuleclickbait,makecelebscute,quitmakingitahabit,podernfamily,tcot,capricorn,sp,awesomehotsauce,michelleobama,g,anchor,makeitjingle,gitmo,everybodyloveskesha,edit,thingsyoucantignore,icem,oneforme,familyprotection,geopolitics,pjnet,melohive,audio,israel,tb,video,thecrucible,1cor1,challangeaccepted,staffxmas,holidayshopping,throwbackthursday,trumpleaks,blinnbryan,religionofpeace,terrifying,fantasy,thunderup,chemo,hustleshotlist,worstpresident,holidayplaylist,2a,rebeldiazradio,p2,whitehairdontcare,nyc,h,wisconsinprimary,boycottdelta,extremist,podcast,trump2016,uk,dgu,notmypresident,nevermypresident,stoptechnocracy,benghazi,blogtalkr,35"
"2016-12-23";"appetizers,berlin,nowplaying,tcot,p2,sp,politicalcartoon,mattlasner,groupon,acab,getitlive,trumpprotest,germany,god,law,culturalenrichment,thursdaythought,finewomenfriday,listen,dallascowboys,8217,behindeverybladeofgrass,poroshenko,np,presidentelecttrump,dxbreakdown,musicvideo,allthehits,ivankatrump,enlist,who_you_wit,yourvoiceradio,nygvsphi,border,sff,hiddenfigures,aboutislam,biden2020,maddow,wifi,therockettes,tucson,morethantime,maga,liberallogic,theexpanse,trump,gamechanger,usfa,uspoli,us,joshuabeal,rockettes,festivus,carriefisher,israel,hrc,techalert,merrychristmas,this,podernfamily,gop,russiancomrades,itunes"
"2016-12-24";"sp,usarmy,christmaseve,p2,defundun,politicalcartoon,usmc,podernfamily,fakenews,tcot,dgu,dailydevotion,jewish,np,ai,thanksobama,cowboysnation,taqiyyah,obama,podcast,wikileaks,385,prolife,sleepinheavenlypeace,wakeupamerica,instapundit,claycounty,hayday,chagsameach,atlanta,s,quote,ijbpc,paidgig,hiroshima,compersion,turnthet,support,merrychristmas,ineverwouldvethought,goodnight,makeamericasafeagain,fukushima,francesfisher,regressiveleft,rogueone,flashbackfriday,healthranger,dxclusive,tyga,desperate,soda,teamams,indeed,ufc205,ukraine,bracketology,saturdaymotivation,finally,germany,noamnesty,recordingstudio,diy,2016faves,cbd,cwtb,fanpage,dpk,breaking,racism"
"2016-12-25";"nowplaying,sp,tcot,hiddenfigures,hacked,trump,p2,imstillwithher,dgu,scifisunday,islam,familyprotection,russia,liberallogic,health,israel,conservative,santahasabadfeelingabout,freestylemotocross,christmaseve,winning,cemetery,merrychristmas,banislam,yoga,freestyle50,usfa,oilpulling,vaccine,rapstationradio,makechristmasgreatagain,eviscerateislam,science,podernfamily,georgemichael,kenyan,racism,painrelievers,around,realnews,linkedin,2a,kendrickjohnson,diy,pulltheplugonun,salvini,hungary,illegal,ripgeorgemichael,realdonaldtrump,k,obama,aliencovenant,harry,artyoucanhear,tco,testimony,raiders,defundun,northcarolina,aca,sharktank,saintheronshop,blackwomeninhorror,dougcollins,trumppence2016,happyholidays,patriotic,1,maga,jehjohnson,enoughisenough,merr,russian,jillstein,quote,featsofstrength"
"2016-12-26";"christmasaftermath,2016willgodown,imalwayssojealousof,ratherhavetheboxthan,whateveryoudodont,p2,sp,boxingday,merrychristmas,notacatfish,lbclive,protectacelebfrom2016,c,georgemichael,hussein,tcot,rantfortoday,fakenews,gemini,makeabandapologize,newyearresolutionsiwillkeep,santahasabadfeelingabout,nowthattheholidaysaredone,ificouldbelike,pizzagate,fake2016facts,transgenders,bgnpodcast,ripgeorgemichael,george,filmalert,christma,reggae,newyearsday,georgeorwell,mandasheadgames,berlinattack,fake,family,husky,itstimetobuckledownand,strongertogether,chicago,ideologue,holidays,foodpyramid,ptsdchat,football,cannabis,data,trumpvshillary,dayafterchristmas,audiodrama,nervedjs,merkel,assetprotection,1,alkaline,thisbody,motivationmonday,russian,kkk,genocide,ripgeorge,iraq,gumbo,banislam,podernfamily,militarymonday,worstpresid,reinindc,inspiring,nowplaying"
"2016-12-27";"imlostwithout,zooaceleb,howidmaketwitterfunagain,idbemoreoptimisticif,changeavowelchangeafilm,unlikelythingsheardonnye,imalwayssojealousof,nowplaying,artyoucanhear,tcot,prayforkodak,hiddenfigures,tcpersonalads,twitter,education,blackpanther,bogardthat,scotus,rip,wheresobama,wikileaks,ffrnn,hotsingle,standupforscience,police,potus,quote,thanks,sisterhugs,catsofinstagram,russia,cnngetitright,whenimoldandgrey,change,nationalfruitcakeday,vatraffic,iraq,terror,obamalegacy,trump,sjws,bigtittiesbreaktheinternet,7years,gunsense,f,california,trumptrain,nicolescherzinger,bb4sp,onhere,kingbeybible,infowars,lexclerk,representation,fakenews,blackout,british,kendrickjohnson,pizzagate,science,mondaymotivation,cwtb,lovingmylord,blacklivesdomatter,2016willgodown,ows,tcpersona,p2,volcano,sp,obama"
"2016-12-28";"2016in4words,imnotopposedto,itsnotawasteif,thanksdonald,usesforleftoverfruitcake,obama,israel,pizzagate,tcot,sp,wcw,wednesdaywisdom,onmywatchlist,angrywhitemen,twittergoons,facebook,johnkerry,bluelivesmatter,vets,catholi,bgnpodcast,podernfamily,passengers,bb4sp,history,baltimore,blue,tahanimansour,badnewyearstoasts,spiritcooking,nowplaying,nohomo,science,inners,congrats,rockedbabynewyearscradle,377,enlist,believe,breaking,prolife,obamaslegacy,tacotuesday,dear2016,rt,hitmeonthebuzz,cannabis,johnk,israelisettlements,eco,merkel,mrevolution,txlege,jesus,chicagoviolence,electionresults,earthquake,snowflake,environmentalmenuitems,29,optoutside,assetprotection,dtmag,1a,holyspirit,ifwt,artknb"
"2016-12-29";"tcot,obama,israel,arabisraeliconflict,fakenews,p2,2016in4words,israelnews,homeschooling,nowplaying,myrebellionwill,istand,peotus,amwriting,ripvine,trumpsupporter,ue,bgntbt,sunset,istandwithisrael,vinylholic,changeavowlchangeafilm,morehouse,johnpodesta,no,istandwithi,patreon,az,realbeauty,trump,radioalert,svpol,soci,debbiereynolds,areyouafraidofthedark,scientologytheaftermath,charliesheennex,health,blackfilms,usa,potu,millennials,poll,trumppence16,visualalert,israelilivesmatter,weiner,vaccine,taliban,trumptrain,standwithisrael,religionofpeace,deadtrigger2,wordwork2016,sealteam6,travel,crookedhillary"
